Reviews,Ratings
"
  OnePlus Nord 5g ce faltu mobile..",1.0 out of 5 stars
"
  This was my first Onplus phone, but very disappointed by Oneplus. Total waste of money. This has got the worst camera and worst sound quality ever in any smartphone. I never knew Oneplus will be so cheap. Don’t waste your money buying this, you get better phone then this Oneplus Nord Cheap Edition. No more Oneplus. Thanks🙏",2.0 out of 5 stars
"
  This phone has a big big drawback which we generally not check while purchasing, if you are talking with somone having this phone you will get surrounding noise like anything (even needle drop sound), you can't feel comfortable till that person sit in a closed room with no noise, surpringly this set don't have noise cancellation feature, I had searched everywhere, could not find yet......so think about this feature before purchasing.....I am shocked how they launched in market without verifying the feature.
",3.0 out of 5 stars
"
  Camera quality is very bad  both camera take blur image or video for non blury image you need to wait 1-2 second after click camera shutter but in video 4k 30 frame video not clear",1.0 out of 5 stars
"
  The best part of this phone is oxygen os and that is the selling point of this phone.",4.0 out of 5 stars
"
  Overall good with camera quality, light weighted and chargimg is superb.",4.0 out of 5 stars
"
  Phone is cool , but amuled display is not too bright as samsung , if you shift from samsung to this mobile , then you will be verd sad.",4.0 out of 5 stars
"
  If you are going for this phone because of the  brand OnePlus - DO NOT GET TRAPPED. This phone is absolutely not worth its price. Camera is as disappointing as it can get. A 8k range phone is of the same level. In my opinion OnePlus got too greedy this time and charged brand premium for an below average phone. They should recall it if they want their reputation to be safe.
",1.0 out of 5 stars
"
  Have been using since 2 weeks, Batter is good lasts ~2 days for those who don't use phone for everything and stick to it 8+ hours a day.",4.0 out of 5 stars
"
  Well after a lot of research and nail biting I finally decided to go for this phone. Previously I was using a OnePlus 3 and thought this would be a good upgrade but sadly it's just another device. It lacks the whole OnePlus feel in certain areas. I have been using this device for a week now and it's safe to say OnePlus tried to do something extraordinary but it's just another device which lacks the efficiency that my OnePlus 3 still packs. But over-all if you are looking for a decent looking phone under a strict budget then go for it.",4.0 out of 5 stars
"
  Sharing my experience of New Oneplus Nord 5g.",1.0 out of 5 stars
"
  Extremely disappointed with the product. I have to charge the unit twice a day, even though i don't use it for games or music heavily. In addition to that the unit gets heated up. talked to customer service. they mentioned it is because of software issues. But i am not convinced. They told me to do few steps to reduce the discharge. it only helped in reducing the heating of the unit. Did not expect the new product with such a bad quality performance. i am regretting for buying this product
",1.0 out of 5 stars
"
  Honest Review",1.0 out of 5 stars
"
  Overall avg phone. Camera can be slightly better but it's good not awesome like other 1+. Charging speed is really awesome. Main reason for average are its Processors. It is below up to mark. In Nord ce, company are focusing & advertising in processor and its speed but my experience that it work like simple 2GHz processor which is available in 10-12k set.",3.0 out of 5 stars
"
  Not performance not good",1.0 out of 5 stars
"
  This is a pathetic product. I beg dont buy it or you will regret a lot. the front camera quality is so pathetic that even a 5k phone has better quality than it. the image quality during whatsapp call is so bad that u will feel like cheated. rear camera is good. even though RAM is 12 MB but still apps take few seconds to load, not sure why. also dont buy anything like electronics from amazon. dual app option is only for whatspp.
",1.0 out of 5 stars
"
  I am writing this review after using 5 days.",5.0 out of 5 stars
"
  Like-design,back is plastic but its look like glass,weight management,cameras,software",4.0 out of 5 stars
"
  The phone is really nice and I am happy with it. However there's one issue that has bothered me which was the fact that it did not support my airtel sim. It definitely wasn't the issue with my sim because it was compatible with my old one plus phone. I guess there's some issue with Nord not supporting airtel sim card. I had to buy a new sim and wasted half my day fixing this.
",3.0 out of 5 stars
"
  Not as per expectations.... Connectivity issue like wifi disconnects every time.... bluetooth connectivity issue.... battery drains like water.... charging is also very slow and alot of bugs are there.... totally disappointed 😞... please purchase realme phones..... front camera is like 5 MP
",1.0 out of 5 stars
"
  I am a one plus fan for many years now having owned three generations of one plus, but after buying this phone I can honestly say this is the worst phone I ever bought!!!! While talking on a call somehow the mic gets muted or video gets switched on without my permission and that is the least of the problems. overall if you have the money to spare please buy a nokia 1100 but not this phone.
",1.0 out of 5 stars
"
  Camera could have been better but it's good enough",4.0 out of 5 stars
"
  Like",5.0 out of 5 stars
"
  The Phone Hangs, You can't dial numbers quickly the keys take a long pause, you can't search contacts since it takes too much of a time to display results ...even if u disconnect a call the Notification on ""ongoing call"" doesn't go away, Worst phone I ever bought in my life ....to resolve the issue you need to restart the phone everytime ....Only 2 service centres in mumbai Vasai and Fort......Worst phone, worst Service.....Real Bad experience.....
",1.0 out of 5 stars
"
  I had bought this phone Nord ce 5g 12'256gb,everything is fine two most major issue -first one is overheating and slow charging I replaced this phone but both of the phone has same problem it's took more than two hour to get 50%chagre but one plus claims 70%in 20min this is not good, so one plus team pls work on that with your next phone heating and chargjng, it was heating like sasta phone, so the two isuue is heating and charging battery backup was fine phone is perfect in range so pls work in Nord 2 people will buy, I got upset and nothing to do ...
",1.0 out of 5 stars
"
  This mobile needs so much in improvement in software update. So many bugs we face with this mobile. We cannot see who is calling but ring will come first for few seconds. If we have missed call, it will show in notification area to accept or decline until we restart mobile. There is no call history option at all ( first mobile to see like this). To disconnect a call we have to touch end button multiple times.",2.0 out of 5 stars
"
  The phone is a compact beast. There are no heating issues even while using the phone on plugging it to the Warp charger. Very fast charging. In almost an hour 100% is done. Good battery backup specially if you use it in the auto dimming mode. Feather touch. Display is big enough and slim. The phone is made of plastic...to some it may look cheap but trust me you would hate heavier phones in you trousers after using this. The camera is not bad either. Quality of photos are as good as Redmi Note 10. Yet the RAM and the Internal memory is the best you can get in this segment. Think something... Many of our phones have suffered lags due to heavy data in its system. One plus has given this issue foremost importance. A gamer would love this set due to its battery life.. good sensors and equally good performance. I bet you would not get any better at this price. This is a must buy. One Plus should gift me a Bluetooth smartwatch seeing its sales increase because of my review. Anyways thank you one plus. I have a beast in my pocket now.
",5.0 out of 5 stars
